participant_id,condition,video_type,deepfake_true,deepfake_perceived,correct,reaction_time_ms,engagement_rating,EEG_attention,content_recall
111,Unfamiliar,Educational,0,0,1,2827,4.3,0.781,1
111,Unfamiliar,Educational,0,0,1,880,4.4,0.724,0
111,Unfamiliar,Educational,1,0,0,908,5.3,0.779,1
111,Unfamiliar,Political,0,0,1,1073,3.9,0.696,1
111,Unfamiliar,Educational,0,0,1,1071,4.3,0.647,0
111,Unfamiliar,Entertainment,0,0,1,799,5.5,0.668,1
111,Unfamiliar,Educational,0,0,1,898,5.1,0.734,1
111,Unfamiliar,Entertainment,0,0,1,3069,6.8,0.715,0
111,Unfamiliar,Entertainment,0,0,1,1539,6.6,0.76,1
111,Unfamiliar,Entertainment,0,1,0,1487,6.9,0.56,0
111,Unfamiliar,Educational,0,0,1,1003,2.2,0.566,1
111,Unfamiliar,Entertainment,0,0,1,833,8.6,0.702,1
112,Familiar,Entertainment,1,1,1,1243,9.4,0.592,0
112,Familiar,Entertainment,0,0,1,890,9.4,0.522,0
112,Familiar,Political,1,1,1,539,6.5,0.549,0
112,Familiar,Educational,1,1,1,1144,6.1,0.568,1
112,Familiar,Educational,0,0,1,440,6.1,0.603,0
112,Familiar,Political,1,1,1,559,5.3,0.313,0
112,Familiar,Political,1,0,0,1027,6.7,0.513,1
112,Familiar,Political,1,1,1,701,6.4,0.42,0
112,Familiar,Political,0,1,0,1204,7.6,0.356,0
112,Familiar,Educational,1,0,0,308,6.8,0.495,0
112,Familiar,Entertainment,1,1,1,666,9.6,0.519,0
112,Familiar,Educational,0,0,1,945,7.8,0.508,0
113,Familiar,Educational,0,1,0,746,8.2,0.538,0
113,Familiar,Entertainment,0,0,1,1243,9.7,0.66,1
113,Familiar,Educational,1,1,1,679,7.9,0.591,1
113,Familiar,Educational,1,1,1,493,7.9,0.632,0
113,Familiar,Educational,0,0,1,512,6.6,0.781,0
113,Familiar,Entertainment,0,1,0,878,8.6,0.392,0
113,Familiar,Educational,0,1,0,1266,6.3,0.533,0
113,Familiar,Political,1,1,1,467,4.0,0.733,1
113,Familiar,Entertainment,1,1,1,790,6.2,0.461,0
113,Familiar,Entertainment,1,0,0,547,9.4,0.512,0
113,Familiar,Political,0,0,1,893,5.8,0.428,0
113,Familiar,Educational,0,0,1,365,7.1,0.586,1
114,Familiar,Political,0,0,1,665,5.9,0.43,0
114,Familiar,Political,0,1,0,362,8.2,0.544,0
114,Familiar,Political,1,1,1,546,6.4,0.7,1
114,Familiar,Educational,1,0,0,827,5.6,0.519,0
114,Familiar,Entertainment,0,0,1,853,8.2,0.574,1
114,Familiar,Political,1,1,1,342,5.7,0.534,0
114,Familiar,Political,1,1,1,735,7.2,0.597,0
114,Familiar,Entertainment,0,0,1,625,8.1,0.497,1
114,Familiar,Political,0,0,1,988,6.8,0.656,0
114,Familiar,Educational,1,0,0,617,6.0,0.541,0
114,Familiar,Entertainment,0,0,1,327,7.8,0.557,1
114,Familiar,Educational,0,0,1,574,9.1,0.34,0
115,Unfamiliar,Entertainment,1,1,1,807,6.9,0.849,1
115,Unfamiliar,Educational,1,1,1,1292,3.1,0.648,1
115,Unfamiliar,Entertainment,1,1,1,1538,7.6,0.534,0
115,Unfamiliar,Political,0,0,1,734,6.1,0.58,0
115,Unfamiliar,Entertainment,1,1,1,894,8.1,0.505,0
115,Unfamiliar,Entertainment,0,0,1,844,8.0,0.606,0
115,Unfamiliar,Educational,1,1,1,747,6.3,0.849,0
115,Unfamiliar,Entertainment,1,1,1,1093,5.1,0.705,0
115,Unfamiliar,Political,1,1,1,947,4.3,0.766,1
115,Unfamiliar,Educational,0,0,1,1307,5.9,0.709,1
115,Unfamiliar,Educational,0,0,1,754,4.0,0.698,0
115,Unfamiliar,Entertainment,0,0,1,1271,7.3,0.714,0
116,Unfamiliar,Entertainment,1,1,1,827,7.6,0.85,1
116,Unfamiliar,Entertainment,1,1,1,1506,9.1,0.55,0
116,Unfamiliar,Entertainment,1,1,1,1347,5.9,0.579,0
116,Unfamiliar,Entertainment,1,0,0,961,6.8,0.549,0
116,Unfamiliar,Political,1,0,0,760,3.8,0.743,1
116,Unfamiliar,Entertainment,1,1,1,1033,5.6,0.327,0
116,Unfamiliar,Political,0,0,1,1215,4.0,0.57,0
116,Unfamiliar,Educational,1,0,0,1060,7.0,0.66,0
116,Unfamiliar,Educational,1,1,1,642,4.3,0.69,1
116,Unfamiliar,Educational,0,0,1,1350,4.8,0.505,0
116,Unfamiliar,Educational,0,0,1,973,5.4,0.706,0
116,Unfamiliar,Political,0,0,1,888,6.3,0.69,0
117,Familiar,Entertainment,0,0,1,310,10.0,0.528,0
117,Familiar,Educational,0,0,1,648,6.4,0.639,0
117,Familiar,Educational,1,1,1,1027,7.2,0.711,1
117,Familiar,Political,1,1,1,974,7.8,0.563,0
117,Familiar,Political,0,1,0,713,6.5,0.465,0
117,Familiar,Political,1,1,1,1026,7.3,0.484,1
117,Familiar,Educational,1,1,1,578,5.9,0.675,1
117,Familiar,Political,0,0,1,706,8.5,0.477,0
117,Familiar,Entertainment,1,1,1,1397,7.7,0.392,0
117,Familiar,Political,0,0,1,989,6.0,0.632,1
117,Familiar,Political,1,1,1,620,6.8,0.451,0
117,Familiar,Political,0,0,1,1085,7.4,0.322,0
118,Familiar,Political,1,0,0,1065,6.2,0.48,0
118,Familiar,Entertainment,0,0,1,713,7.5,0.416,0
118,Familiar,Educational,1,1,1,1407,7.4,0.55,0
118,Familiar,Educational,0,0,1,1081,8.0,0.583,1
118,Familiar,Entertainment,1,1,1,482,8.1,0.471,0
118,Familiar,Political,0,0,1,942,5.5,0.535,0
118,Familiar,Educational,0,1,0,615,7.5,0.485,1
118,Familiar,Entertainment,0,0,1,622,9.7,0.412,0
118,Familiar,Entertainment,1,1,1,385,7.8,0.556,1
118,Familiar,Educational,0,0,1,648,5.3,0.585,1
118,Familiar,Entertainment,0,0,1,972,9.7,0.432,0
118,Familiar,Entertainment,1,1,1,656,7.2,0.548,0
119,Familiar,Educational,1,1,1,691,6.1,0.445,0
119,Familiar,Political,0,0,1,1086,7.0,0.469,0
119,Familiar,Educational,0,0,1,2948,6.7,0.617,0
119,Familiar,Entertainment,0,0,1,346,7.5,0.43,1
119,Familiar,Political,0,1,0,2539,6.0,0.546,0
119,Familiar,Educational,0,0,1,699,8.0,0.665,1
119,Familiar,Educational,0,1,0,614,7.6,0.606,1
119,Familiar,Entertainment,1,1,1,1006,8.2,0.619,0
119,Familiar,Educational,0,0,1,412,7.6,0.501,0
119,Familiar,Entertainment,1,0,0,841,7.4,0.431,0
119,Familiar,Entertainment,0,0,1,1114,6.7,0.551,0
119,Familiar,Educational,0,0,1,1223,6.9,0.635,1
120,Familiar,Entertainment,1,0,0,1001,8.1,0.437,0
120,Familiar,Educational,0,0,1,716,6.8,0.469,0
120,Familiar,Entertainment,0,1,0,997,10.0,0.44,0
120,Familiar,Political,0,1,0,1124,5.3,0.566,0
120,Familiar,Entertainment,1,1,1,1346,8.2,0.383,0
120,Familiar,Political,1,1,1,316,5.8,0.345,0
120,Familiar,Entertainment,0,0,1,1514,8.0,0.582,0
120,Familiar,Entertainment,0,1,0,806,6.9,0.657,0
120,Familiar,Political,0,0,1,484,5.6,0.468,0
120,Familiar,Political,0,0,1,459,5.9,0.35,0
120,Familiar,Entertainment,0,0,1,650,9.1,0.605,0
120,Familiar,Educational,0,0,1,672,7.1,0.336,0
