"","GEOID","county","income","bachelors","poverty_total","poverty","total"
"2378","46029","Codington County, South Dakota",65747,2721,27937,3060,28402
"2379","46031","Corson County, South Dakota",48125,298,3883,1687,3906
"2380","46033","Custer County, South Dakota",75943,1248,8376,693,8515
"2381","46035","Davison County, South Dakota",55606,2509,19136,2906,19966
"2382","46037","Day County, South Dakota",57558,652,5362,789,5485
"2383","46039","Deuel County, South Dakota",76997,567,4241,244,4298
"2384","46041","Dewey County, South Dakota",55077,346,5204,1609,5275
"2385","46043","Douglas County, South Dakota",75048,323,2713,394,2823
"2386","46045","Edmunds County, South Dakota",76806,617,3850,282,4014
"2387","46047","Fall River County, South Dakota",54886,651,6817,1315,7079
"2388","46049","Faulk County, South Dakota",56734,198,2073,494,2140
"2389","46051","Grant County, South Dakota",70851,863,7382,724,7533
"2390","46053","Gregory County, South Dakota",48272,331,3921,503,3983
"2391","46055","Haakon County, South Dakota",53109,187,1715,183,1755
"2392","46057","Hamlin County, South Dakota",76995,573,5993,445,6196
"2393","46059","Hand County, South Dakota",72857,427,3018,232,3075
"2394","46061","Hanson County, South Dakota",86827,336,3443,207,3443
"2395","46063","Harding County, South Dakota",71484,202,1167,75,1176
"2396","46065","Hughes County, South Dakota",83750,3053,16720,1676,17812
"2397","46067","Hutchinson County, South Dakota",69139,962,7084,701,7401
"2398","46069","Hyde County, South Dakota",69712,163,1278,85,1319
"2399","46071","Jackson County, South Dakota",26078,196,2755,1058,2838
"2400","46073","Jerauld County, South Dakota",66607,167,1790,163,1836
"2401","46075","Jones County, South Dakota",61250,173,1006,149,1006
"2402","46077","Kingsbury County, South Dakota",65964,590,5067,470,5172
"2403","46079","Lake County, South Dakota",74884,1926,10714,1035,11207
"2404","46081","Lawrence County, South Dakota",62977,4574,25242,2794,26047
"2405","46083","Lincoln County, South Dakota",92317,12192,65120,4201,65801
"2406","46085","Lyman County, South Dakota",60284,391,3664,919,3719
"2407","46087","McCook County, South Dakota",74873,730,5552,464,5714
"2408","46089","McPherson County, South Dakota",58529,273,2111,279,2251
"2409","46091","Marshall County, South Dakota",74018,608,4253,319,4363
"2410","46093","Meade County, South Dakota",70256,4198,28966,2156,29970
"2411","46095","Mellette County, South Dakota",41397,115,1903,935,1989
"2412","46097","Miner County, South Dakota",62037,224,2246,236,2312
"2413","46099","Minnehaha County, South Dakota",73110,31242,192729,16775,197742
"2414","46101","Moody County, South Dakota",71469,732,6247,599,6346
"2415","46102","Oglala Lakota County, South Dakota",32279,402,13529,7546,13695
"2416","46103","Pennington County, South Dakota",67823,16226,107105,13138,110386
"2417","46105","Perkins County, South Dakota",64410,320,2922,349,2970
"2418","46107","Potter County, South Dakota",71786,363,2496,174,2587
"2419","46109","Roberts County, South Dakota",59022,759,10006,2085,10242
"2420","46111","Sanborn County, South Dakota",65806,221,2307,201,2373
"2421","46115","Spink County, South Dakota",65795,916,6235,663,6355
"2422","46117","Stanley County, South Dakota",82298,362,2979,96,2979
"2423","46119","Sully County, South Dakota",66875,190,1308,111,1318
"2424","46121","Todd County, South Dakota",33792,431,9184,4794,9353
"2425","46123","Tripp County, South Dakota",56758,551,5358,1174,5607
"2426","46125","Turner County, South Dakota",72312,1195,8452,780,8687
"2427","46127","Union County, South Dakota",82036,2528,16485,1360,16700
"2428","46129","Walworth County, South Dakota",57697,743,5197,688,5317
"2429","46135","Yankton County, South Dakota",68847,2822,21668,1730,23311
"2430","46137","Ziebach County, South Dakota",46023,177,2455,1015,2455
"2431","47001","Anderson County, Tennessee",60633,7440,75726,11660,77337
"2432","47003","Bedford County, Tennessee",59955,4051,49832,6175,50533
"2433","47005","Benton County, Tennessee",47737,733,15783,2835,15933
"2434","47007","Bledsoe County, Tennessee",51783,728,13646,3549,14816
"2435","47009","Blount County, Tennessee",70935,16230,133778,11500,135951
"2436","47011","Bradley County, Tennessee",60692,11018,105361,14128,108859
"2437","47013","Campbell County, Tennessee",48258,2147,38444,7473,39397
"2438","47015","Cannon County, Tennessee",57651,1210,14330,2168,14481
"2439","47017","Carroll County, Tennessee",49700,2302,27371,4502,28381
"2440","47019","Carter County, Tennessee",47994,5687,54554,9896,56315
"2441","47021","Cheatham County, Tennessee",77014,4408,40697,3802,41184
"2442","47023","Chester County, Tennessee",57471,1130,16020,2535,17392
"2443","47025","Claiborne County, Tennessee",42406,2502,30657,5621,32092
"2444","47027","Clay County, Tennessee",39572,434,7491,1668,7592
"2445","47029","Cocke County, Tennessee",45110,2026,35597,7158,36186
"2446","47031","Coffee County, Tennessee",57424,5443,57410,9700,58080
"2447","47033","Crockett County, Tennessee",59136,993,13737,2147,13955
"2448","47035","Cumberland County, Tennessee",56002,5206,60910,7697,61552
"2449","47037","Davidson County, Tennessee",71863,140915,688474,98696,709786
"2450","47039","Decatur County, Tennessee",48466,1048,11267,2168,11483
"2451","47041","DeKalb County, Tennessee",46907,2014,19785,3999,20209
"2452","47043","Dickson County, Tennessee",68492,4656,53873,5849,54563
"2453","47045","Dyer County, Tennessee",53150,3266,36219,5916,36818
"2454","47047","Fayette County, Tennessee",81074,5475,41693,4041,42228
"2455","47049","Fentress County, Tennessee",47884,1525,18208,3672,18642
"2456","47051","Franklin County, Tennessee",57933,3910,40546,5865,42980
"2457","47053","Gibson County, Tennessee",55455,3968,49325,6864,50455
"2458","47055","Giles County, Tennessee",56877,2632,29359,3970,30317
"2459","47057","Grainger County, Tennessee",47098,1377,23450,4118,23648
"2460","47059","Greene County, Tennessee",51975,5678,68258,10651,70399
"2461","47061","Grundy County, Tennessee",47948,660,13275,2422,13550
"2462","47063","Hamblen County, Tennessee",49656,5279,63446,10874,64531
"2463","47065","Hamilton County, Tennessee",69069,58187,357233,43857,367193
"2464","47067","Hancock County, Tennessee",31809,193,6516,2107,6726
"2465","47069","Hardeman County, Tennessee",43566,1296,21855,3515,25519
"2466","47071","Hardin County, Tennessee",46902,2129,26290,5095,26824
"2467","47073","Hawkins County, Tennessee",53647,4684,56345,9511,57107
"2468","47075","Haywood County, Tennessee",44890,898,17557,3849,17806
"2469","47077","Henderson County, Tennessee",51576,1815,27310,4923,27845
"2470","47079","Henry County, Tennessee",48025,2900,31713,5731,32305
"2471","47081","Hickman County, Tennessee",54669,1583,23354,3329,24996
"2472","47083","Houston County, Tennessee",51544,414,7966,1066,8253
"2473","47085","Humphreys County, Tennessee",54185,1442,18536,2233,19032
"2474","47087","Jackson County, Tennessee",42357,981,11497,2266,11730
"2475","47089","Jefferson County, Tennessee",60393,5119,53132,5920,55017
"2476","47091","Johnson County, Tennessee",47571,1333,16048,3465,17982
"2477","47093","Knox County, Tennessee",68580,77209,469459,58167,481406
"2478","47095","Lake County, Tennessee",32064,339,4586,1281,6898
"2479","47097","Lauderdale County, Tennessee",46702,1089,22920,4118,25171
"2480","47099","Lawrence County, Tennessee",51038,2807,43689,7021,44377
"2481","47101","Lewis County, Tennessee",44613,575,12376,2339,12637
"2482","47103","Lincoln County, Tennessee",61374,2881,34727,4147,35365
"2483","47105","Loudon County, Tennessee",75008,7356,55140,6519,55507
"2484","47107","McMinn County, Tennessee",57982,4266,52123,7109,53532
"2485","47109","McNairy County, Tennessee",46920,1202,25490,4263,25895
"2486","47111","Macon County, Tennessee",51215,1091,24979,4123,25365
"2487","47113","Madison County, Tennessee",55280,10415,94680,17188,98644
"2488","47115","Marion County, Tennessee",58139,1922,28501,4642,28852
"2489","47117","Marshall County, Tennessee",65325,3399,34016,5302,34567
"2490","47119","Maury County, Tennessee",71500,12487,100691,8938,102002
"2491","47121","Meigs County, Tennessee",59434,680,12725,1964,12839
"2492","47123","Monroe County, Tennessee",52123,3581,45190,7235,46489
"2493","47125","Montgomery County, Tennessee",67890,26757,217646,25950,222305
"2494","47127","Moore County, Tennessee",69250,731,6448,640,6558
"2495","47129","Morgan County, Tennessee",51971,1123,18643,3897,21124
"2496","47131","Obion County, Tennessee",50638,2351,30145,4867,30670
"2497","47133","Overton County, Tennessee",46580,1427,22229,3840,22576
"2498","47135","Perry County, Tennessee",55978,410,8229,1172,8432
"2499","47137","Pickett County, Tennessee",44317,449,4969,1043,5042
"2500","47139","Polk County, Tennessee",53775,1062,17264,2222,17620
"2501","47141","Putnam County, Tennessee",54371,8994,76568,12497,80157
"2502","47143","Rhea County, Tennessee",55568,2666,32184,5055,33031
"2503","47145","Roane County, Tennessee",66460,5161,53210,6466,53777
"2504","47147","Robertson County, Tennessee",74440,7875,72440,7470,73297
"2505","47149","Rutherford County, Tennessee",78291,50052,338083,33248,343727
"2506","47151","Scott County, Tennessee",39744,920,21393,5499,21917
"2507","47153","Sequatchie County, Tennessee",53038,1418,15813,3520,16065
"2508","47155","Sevier County, Tennessee",60103,9547,96769,12864,98455
"2509","47157","Shelby County, Tennessee",59621,123239,909754,164861,926440
"2510","47159","Smith County, Tennessee",57677,1607,19862,2950,20034
"2511","47161","Stewart County, Tennessee",57257,1177,13487,1547,13724
"2512","47163","Sullivan County, Tennessee",54357,20213,156394,23761,158722
"2513","47165","Sumner County, Tennessee",81883,28742,194764,18315,196845
"2514","47167","Tipton County, Tennessee",70674,5128,60263,6509,61116
"2515","47169","Trousdale County, Tennessee",62018,452,9116,1044,11596
"2516","47171","Unicoi County, Tennessee",49855,1538,17276,2880,17845
"2517","47173","Union County, Tennessee",57094,989,19571,3110,19860
"2518","47175","Van Buren County, Tennessee",44730,265,5952,1012,6182
"2519","47177","Warren County, Tennessee",52948,2746,40577,6818,41163
"2520","47179","Washington County, Tennessee",58507,17509,128603,20237,133282
"2521","47181","Wayne County, Tennessee",49360,1024,14444,2837,16325
"2522","47183","Weakley County, Tennessee",47769,2657,30653,5796,32946
"2523","47185","White County, Tennessee",48220,1742,27008,4605,27420
"2524","47187","Williamson County, Tennessee",125943,63976,247809,10337,248897
"2525","47189","Wilson County, Tennessee",89462,25090,146817,12172,149096
"2526","48001","Anderson County, Texas",57445,3857,45524,7117,58077
"2527","48003","Andrews County, Texas",86458,1636,18230,2177,18362
"2528","48005","Angelina County, Texas",57055,6706,84075,13536,86608
"2529","48007","Aransas County, Texas",58168,2992,23731,4241,24048
"2530","48009","Archer County, Texas",69954,1023,8579,1054,8649
"2531","48011","Armstrong County, Texas",70417,235,1849,109,1912
"2532","48013","Atascosa County, Texas",67442,3483,48617,6837,49403
"2533","48015","Austin County, Texas",73556,3753,30093,3593,30406
"2534","48017","Bailey County, Texas",69830,482,6680,851,6902
"2535","48019","Bandera County, Texas",70965,2783,20802,2968,21182
"2536","48021","Bastrop County, Texas",80151,10118,95924,11454,98435
"2537","48023","Baylor County, Texas",52716,481,3396,395,3475
"2538","48025","Bee County, Texas",50283,1474,23560,4703,30977
"2539","48027","Bell County, Texas",62858,40173,360787,52988,372821
"2540","48029","Bexar County, Texas",67275,244258,1977132,299972,2014059
"2541","48031","Blanco County, Texas",79717,2112,11482,1122,11608
"2542","48033","Borden County, Texas",80625,128,686,11,686
"2543","48035","Bosque County, Texas",63868,1793,18052,2084,18404
"2544","48037","Bowie County, Texas",56628,8817,86991,15117,92747
"2545","48039","Brazoria County, Texas",91972,49553,362047,27271,374600
"2546","48041","Brazos County, Texas",57562,28990,216892,52720,234548
"2547","48043","Brewster County, Texas",47747,2039,9233,1445,9454
"2548","48045","Briscoe County, Texas",35446,94,1277,311,1290
"2549","48047","Brooks County, Texas",30566,691,6551,2176,7059
"2550","48049","Brown County, Texas",53792,3901,36298,4822,38159
"2551","48051","Burleson County, Texas",71745,2102,17698,2205,17958
"2552","48053","Burnet County, Texas",71482,6892,48579,3806,49684
"2553","48055","Caldwell County, Texas",66779,3641,43844,6144,46141
"2554","48057","Calhoun County, Texas",62267,1377,19837,1826,20127
"2555","48059","Callahan County, Texas",63906,1699,13685,1203,13869
"2556","48061","Cameron County, Texas",47435,33806,418955,106182,421854
"2557","48063","Camp County, Texas",53968,1203,12487,2689,12543
"2558","48065","Carson County, Texas",83199,681,5758,432,5801
"2559","48067","Cass County, Texas",54303,2473,28219,5220,28637
"2560","48069","Castro County, Texas",59886,669,7299,908,7381
"2561","48071","Chambers County, Texas",106103,4752,46751,6406,47037
"2562","48073","Cherokee County, Texas",56971,3423,47337,7847,50824
"2563","48075","Childress County, Texas",56063,526,5317,802,6781
"2564","48077","Clay County, Texas",75227,1229,10173,925,10290
"2565","48079","Cochran County, Texas",41597,103,2476,640,2529
"2566","48081","Coke County, Texas",40230,295,3174,524,3305
"2567","48083","Coleman County, Texas",51034,875,7719,1321,7808
"2568","48085","Collin County, Texas",113255,240100,1071135,67718,1079153
"2569","48087","Collingsworth County, Texas",52045,359,2788,623,2865
"2570","48089","Colorado County, Texas",63352,2208,19995,1490,20582
"2571","48091","Comal County, Texas",93744,30280,163887,9998,165201
"2572","48093","Comanche County, Texas",57383,1214,13424,1816,13651
"2573","48095","Concho County, Texas",55750,216,2417,385,3235
"2574","48097","Cooke County, Texas",66374,4462,41107,5479,41860
"2575","48099","Coryell County, Texas",63281,6302,66828,7092,82927
"2576","48101","Cottle County, Texas",47625,129,1647,397,1647
"2577","48103","Crane County, Texas",71364,319,4514,172,4636
"2578","48105","Crockett County, Texas",64103,215,2888,269,2949
"2579","48107","Crosby County, Texas",50268,394,5056,1192,5157
"2580","48109","Culberson County, Texas",35924,164,2166,480,2181
"2581","48111","Dallam County, Texas",71969,559,7007,600,7165
"2582","48113","Dallas County, Texas",70732,353037,2573799,359882,2604053
"2583","48115","Dawson County, Texas",45268,902,10588,2624,12342
"2584","48117","Deaf Smith County, Texas",51942,952,18299,2899,18585
"2585","48119","Delta County, Texas",68491,549,5215,736,5278
"2586","48121","Denton County, Texas",104180,193763,903074,66977,914870
"2587","48123","DeWitt County, Texas",61100,1409,17896,2959,19826
"2588","48125","Dickens County, Texas",46638,159,1491,183,1570
"2589","48127","Dimmit County, Texas",27374,429,8552,3726,8672
"2590","48129","Donley County, Texas",51711,191,2953,334,3298
"2591","48131","Duval County, Texas",50697,284,9347,2017,9960
"2592","48133","Eastland County, Texas",52902,1826,16910,2738,17812
"2593","48135","Ector County, Texas",70566,10918,160274,25297,162300
"2594","48137","Edwards County, Texas",40809,126,1346,315,1380
"2595","48139","Ellis County, Texas",93248,24046,193409,15850,195509
"2596","48141","El Paso County, Texas",55417,90357,849872,165778,863832
"2597","48143","Erath County, Texas",59654,5542,40305,6667,42788
"2598","48145","Falls County, Texas",45172,1027,15142,2400,17013
"2599","48147","Fannin County, Texas",65835,3356,33020,4237,36052
"2600","48149","Fayette County, Texas",72881,3179,24123,2451,24564
"2601","48151","Fisher County, Texas",60461,353,3629,442,3680
"2602","48153","Floyd County, Texas",49321,429,5340,1016,5386
"2603","48155","Foard County, Texas",41944,81,1024,226,1075
"2604","48157","Fort Bend County, Texas",109987,156424,825704,57188,832607
"2605","48159","Franklin County, Texas",67915,1459,10332,891,10445
"2606","48161","Freestone County, Texas",55902,1649,18170,2300,19599
"2607","48163","Frio County, Texas",56042,607,14708,3039,18151
"2608","48165","Gaines County, Texas",73299,955,21389,2708,21523
"2609","48167","Galveston County, Texas",83913,53733,344758,37987,350801
"2610","48169","Garza County, Texas",56215,313,4308,663,5735
"2611","48171","Gillespie County, Texas",70162,4346,26603,2413,26953
"2612","48173","Glasscock County, Texas",112188,217,1068,56,1068
"2613","48175","Goliad County, Texas",58125,660,6992,698,7092
"2614","48177","Gonzales County, Texas",64255,1168,19430,2540,19736
"2615","48179","Gray County, Texas",54563,1726,19510,3316,21272
"2616","48181","Grayson County, Texas",66608,14097,134425,15361,137008
"2617","48183","Gregg County, Texas",63811,12208,120323,19907,124245
"2618","48185","Grimes County, Texas",63484,2418,25872,3719,29442
"2619","48187","Guadalupe County, Texas",88111,22664,171796,14956,173828
"2620","48189","Hale County, Texas",50721,1827,30229,5596,32525
"2621","48191","Hall County, Texas",43873,277,2795,519,2847
"2622","48193","Hamilton County, Texas",54890,1040,8032,1377,8244
"2623","48195","Hansford County, Texas",62350,812,5194,434,5270
"2624","48197","Hardeman County, Texas",60455,326,3490,390,3541
"2625","48199","Hardin County, Texas",70164,5413,55766,7506,56576
"2626","48201","Harris County, Texas",70789,629798,4677056,737681,4726177
"2627","48203","Harrison County, Texas",63427,6889,66994,10946,69098
"2628","48205","Hartley County, Texas",78065,591,3888,270,5369
"2629","48207","Haskell County, Texas",52786,472,5140,773,5408
"2630","48209","Hays County, Texas",79990,39393,237907,30750,245351
"2631","48211","Hemphill County, Texas",67798,410,3322,204,3371
"2632","48213","Henderson County, Texas",59778,7663,81208,11986,82627
"2633","48215","Hidalgo County, Texas",49371,69445,863824,239276,873167
"2634","48217","Hill County, Texas",60669,2974,35145,4681,36138
"2635","48219","Hockley County, Texas",53283,1544,20762,3129,21495
"2636","48221","Hood County, Texas",80013,9707,61634,5467,62459
"2637","48223","Hopkins County, Texas",63766,3704,36377,4874,37008
"2638","48225","Houston County, Texas",51043,1719,19160,3374,22107
"2639","48227","Howard County, Texas",67243,2233,30537,4428,34488
"2640","48229","Hudspeth County, Texas",35163,212,2437,620,3329
"2641","48231","Hunt County, Texas",66885,9796,98688,12082,101596
"2642","48233","Hutchinson County, Texas",62211,1537,20404,2114,20595
"2643","48235","Irion County, Texas",54708,183,1561,116,1561
"2644","48237","Jack County, Texas",58861,678,7559,1096,8588
"2645","48239","Jackson County, Texas",67176,1060,14799,1770,15010
"2646","48241","Jasper County, Texas",48818,1927,31924,7291,33032
"2647","48243","Jeff Davis County, Texas",38125,204,1951,480,1992
"2648","48245","Jefferson County, Texas",57294,23546,239089,43498,254942
"2649","48247","Jim Hogg County, Texas",42292,209,4703,1364,4830
"2650","48249","Jim Wells County, Texas",46626,2994,38594,8731,39060
"2651","48251","Johnson County, Texas",77058,17706,179607,19045,182690
"2652","48253","Jones County, Texas",59361,1284,13553,1924,19758
"2653","48255","Karnes County, Texas",57798,1184,11214,2355,14805
"2654","48257","Kaufman County, Texas",84075,16082,148029,14486,149773
"2655","48259","Kendall County, Texas",104196,9746,44762,2280,45376
"2656","48261","Kenedy County, Texas",45455,5,116,3,116
"2657","48263","Kent County, Texas",68553,64,578,46,635
"2658","48265","Kerr County, Texas",66713,7081,51003,6395,52810
"2659","48267","Kimble County, Texas",62386,602,4251,528,4316
"2660","48269","King County, Texas",59375,41,216,60,216
"2661","48271","Kinney County, Texas",52386,174,2938,459,3157
"2662","48273","Kleberg County, Texas",52487,2560,29068,8885,30860
"2663","48275","Knox County, Texas",48750,195,3203,366,3333
"2664","48277","Lamar County, Texas",58246,4736,49447,7892,50149
"2665","48279","Lamb County, Texas",54519,804,12797,2233,13024
"2666","48281","Lampasas County, Texas",73269,2183,21622,2052,21829
"2667","48283","La Salle County, Texas",62798,144,6004,1683,6965
"2668","48285","Lavaca County, Texas",58530,1940,19876,2035,20379
"2669","48287","Lee County, Texas",66448,1456,17152,2258,17543
"2670","48289","Leon County, Texas",57363,1180,15846,2277,15928
"2671","48291","Liberty County, Texas",59605,4551,86962,15410,93523
"2672","48293","Limestone County, Texas",53102,1865,21400,4600,22222
"2673","48295","Lipscomb County, Texas",71625,378,2966,409,3038
"2674","48297","Live Oak County, Texas",55949,630,9890,2081,11374
"2675","48299","Llano County, Texas",64241,3794,21393,2420,21637
"2676","48301","Loving County, Texas",NA,0,96,5,96
"2677","48303","Lubbock County, Texas",61911,36968,298979,51472,311509
"2678","48305","Lynn County, Texas",52996,630,5534,1041,5619
"2679","48307","McCulloch County, Texas",53214,685,7464,1005,7638
"2680","48309","McLennan County, Texas",59781,26129,250840,44851,261090
"2681","48311","McMullen County, Texas",60313,51,670,100,670
"2682","48313","Madison County, Texas",65768,947,11248,1403,13556
"2683","48315","Marion County, Texas",48040,977,9565,1502,9668
"2684","48317","Martin County, Texas",70217,294,5170,873,5228
"2685","48319","Mason County, Texas",77583,722,3950,195,3959
"2686","48321","Matagorda County, Texas",56412,3322,35830,7798,36251
"2687","48323","Maverick County, Texas",48497,3846,57490,13473,57806
"2688","48325","Medina County, Texas",73060,4622,49103,5045,51432
"2689","48327","Menard County, Texas",40945,228,1917,431,1964
"2690","48329","Midland County, Texas",90123,21716,167587,18020,169393
"2691","48331","Milam County, Texas",56985,2148,24558,3505,25080
"2692","48333","Mills County, Texas",59315,629,4319,297,4501
"2693","48335","Mitchell County, Texas",49869,392,7211,1042,8947
"2694","48337","Montague County, Texas",63336,1823,19861,2573,20197
"2695","48339","Montgomery County, Texas",95946,102960,626227,55202,629989
"2696","48341","Moore County, Texas",59041,994,21061,2839,21284
"2697","48343","Morris County, Texas",51532,640,11696,1844,11993
"2698","48345","Motley County, Texas",66528,140,1223,115,1223
"2699","48347","Nacogdoches County, Texas",51153,6015,59438,13339,64768
"2700","48349","Navarro County, Texas",56261,3882,51662,8502,52834
"2701","48351","Newton County, Texas",38871,424,12156,2944,12333
"2702","48353","Nolan County, Texas",47437,872,14354,2230,14657
"2703","48355","Nueces County, Texas",64027,33323,345480,59784,353245
"2704","48357","Ochiltree County, Texas",62240,747,9823,1200,9924
"2705","48359","Oldham County, Texas",71103,224,1852,318,2171
"2706","48361","Orange County, Texas",71910,7267,83847,9995,84761
"2707","48363","Palo Pinto County, Texas",65242,2326,28250,4473,28569
"2708","48365","Panola County, Texas",58205,1796,22030,3078,22540
"2709","48367","Parker County, Texas",95721,20626,149019,11791,151188
"2710","48369","Parmer County, Texas",65575,856,9713,924,9809
"2711","48371","Pecos County, Texas",59325,714,12741,2926,15114
"2712","48373","Polk County, Texas",57315,3197,46758,7654,50536
"2713","48375","Potter County, Texas",47974,8904,111208,23029,117905
"2714","48377","Presidio County, Texas",29012,568,6163,2465,6168
"2715","48379","Rains County, Texas",60291,1341,12171,1338,12257
"2716","48381","Randall County, Texas",78038,20217,138573,13072,141489
"2717","48383","Reagan County, Texas",70319,144,3284,236,3308
"2718","48385","Real County, Texas",46842,316,2593,636,2830
"2719","48387","Red River County, Texas",44583,786,11429,2310,11627
"2720","48389","Reeves County, Texas",57487,712,12897,2704,14022
"2721","48391","Refugio County, Texas",54304,384,6553,1068,6718
"2722","48393","Roberts County, Texas",62667,76,760,112,764
"2723","48395","Robertson County, Texas",59410,1458,16703,2380,16912
"2724","48397","Rockwall County, Texas",121303,20110,109629,4575,110631
"2725","48399","Runnels County, Texas",55424,889,9580,1136,9858
"2726","48401","Rusk County, Texas",61661,3771,47796,6416,52755
"2727","48403","Sabine County, Texas",47061,724,9850,1705,9980
"2728","48405","San Augustine County, Texas",45888,437,7671,2093,7920
"2729","48407","San Jacinto County, Texas",54839,1746,27507,4780,27666
"2730","48409","San Patricio County, Texas",63842,5325,67900,10701,68942
"2731","48411","San Saba County, Texas",54087,577,5154,736,5779
"2732","48413","Schleicher County, Texas",53774,163,2466,357,2474
"2733","48415","Scurry County, Texas",58932,1492,14862,1757,16883
"2734","48417","Shackelford County, Texas",60924,565,3097,350,3134
"2735","48419","Shelby County, Texas",49231,1587,23964,5575,24157
"2736","48421","Sherman County, Texas",66169,264,2380,198,2414
"2737","48423","Smith County, Texas",69053,28037,228331,28799,234667
"2738","48425","Somervell County, Texas",87899,1400,9160,667,9337
"2739","48427","Starr County, Texas",35979,3343,65140,21796,65716
"2740","48429","Stephens County, Texas",44712,884,8806,1467,9260
"2741","48431","Sterling County, Texas",63558,120,1356,24,1392
"2742","48433","Stonewall County, Texas",66591,57,1289,91,1331
"2743","48435","Sutton County, Texas",56778,157,3326,551,3345
"2744","48437","Swisher County, Texas",40290,712,6366,1879,6989
"2745","48439","Tarrant County, Texas",78872,305663,2083760,229643,2113854
"2746","48441","Taylor County, Texas",61806,16025,136790,19947,143029
"2747","48443","Terrell County, Texas",52813,143,862,55,862
"2748","48445","Terry County, Texas",42694,595,11023,2464,11816
"2749","48447","Throckmorton County, Texas",55221,161,1439,201,1439
"2750","48449","Titus County, Texas",57634,2095,30946,5674,31301
"2751","48451","Tom Green County, Texas",67215,12655,113564,13332,119276
"2752","48453","Travis County, Texas",92731,301552,1262697,142451,1289054
"2753","48455","Trinity County, Texas",51165,1130,13520,1925,13735
"2754","48457","Tyler County, Texas",50898,1256,17737,3184,19962
"2755","48459","Upshur County, Texas",60456,3463,40525,5900,41261
"2756","48461","Upton County, Texas",55284,148,3221,655,3284
"2757","48463","Uvalde County, Texas",55000,2200,24005,5791,24833
"2758","48465","Val Verde County, Texas",57250,3516,45793,7418,47693
"2759","48467","Van Zandt County, Texas",62334,5096,59033,7760,60053
"2760","48469","Victoria County, Texas",66308,8322,89351,14870,91209
"2761","48471","Walker County, Texas",47193,6420,60850,11841,77182
"2762","48473","Waller County, Texas",71643,5807,52888,6890,57463
"2763","48475","Ward County, Texas",70771,621,11236,1530,11347
"2764","48477","Washington County, Texas",70043,4631,33541,3988,35807
"2765","48479","Webb County, Texas",59984,22081,264040,56471,267282
"2766","48481","Wharton County, Texas",59712,3508,40955,5998,41614
"2767","48483","Wheeler County, Texas",58158,502,4887,896,4980
"2768","48485","Wichita County, Texas",58862,12624,117321,18483,129584
"2769","48487","Wilbarger County, Texas",50769,1101,12200,2244,12795
"2770","48489","Willacy County, Texas",42839,994,18905,5032,20308
"2771","48491","Williamson County, Texas",102851,123988,612543,38840,617396
"2772","48493","Wilson County, Texas",89708,6216,49678,5112,50381
"2773","48495","Winkler County, Texas",89155,350,7496,947,7582
"2774","48497","Wise County, Texas",85385,7054,68603,6230,70062
"2775","48499","Wood County, Texas",61748,4216,43538,5497,45341
"2776","48501","Yoakum County, Texas",80317,394,7606,1036,7630
"2777","48503","Young County, Texas",65565,2002,17606,2767,17903
"2778","48505","Zapata County, Texas",35061,722,13739,5109,13896
"2779","48507","Zavala County, Texas",49243,588,9634,2987,9700
"2780","49001","Beaver County, Utah",80268,924,6898,485,7102
"2781","49003","Box Elder County, Utah",72769,6499,57908,4719,58291
"2782","49005","Cache County, Utah",72719,17456,130636,17695,134428
"2783","49007","Carbon County, Utah",53734,1563,19975,3317,20338
"2784","49009","Daggett County, Utah",61250,53,589,46,638
"2785","49011","Davis County, Utah",101285,54957,360353,21786,363032
"2786","49013","Duchesne County, Utah",70821,1152,19443,2625,19779
"2787","49015","Emery County, Utah",67056,572,9791,1156,9898
"2788","49017","Garfield County, Utah",56481,785,4947,787,5121
"2789","49019","Grand County, Utah",59171,1501,9599,1505,9680
"2790","49021","Iron County, Utah",63005,6623,57417,8109,58068
"2791","49023","Juab County, Utah",88048,989,11784,1009,11943
"2792","49025","Kane County, Utah",70327,1238,7571,978,7814
"2793","49027","Millard County, Utah",69403,1428,12862,1439,13027
"2794","49029","Morgan County, Utah",120854,1667,12355,213,12367
"2795","49031","Piute County, Utah",33359,171,1746,365,1764
"2796","49033","Rich County, Utah",69250,250,2535,203,2543
"2797","49035","Salt Lake County, Utah",90011,182997,1164763,94306,1180643
"2798","49037","San Juan County, Utah",52108,1153,14222,2937,14524
"2799","49039","Sanpete County, Utah",64356,2294,26244,3888,28816
"2800","49041","Sevier County, Utah",66972,2083,21303,2501,21667
"2801","49043","Summit County, Utah",126392,10326,42362,2218,42524
"2802","49045","Tooele County, Utah",95545,6423,73221,3322,74032
"2803","49047","Uintah County, Utah",67983,2856,35473,4105,35951
"2804","49049","Utah County, Utah",91263,99898,649200,57565,666021
"2805","49051","Wasatch County, Utah",104855,6585,34777,1864,35009
"2806","49053","Washington County, Utah",71976,24819,181111,15967,183297
"2807","49055","Wayne County, Utah",64870,269,2505,212,2532
"2808","49057","Weber County, Utah",82291,31010,260040,19866,262960
"2809","50001","Addison County, Vermont",85870,6343,34374,2577,37434
"2810","50003","Bennington County, Vermont",68558,5734,36227,4059,37326
"2811","50005","Caledonia County, Vermont",62964,4219,29636,3500,30418
"2812","50007","Chittenden County, Vermont",89494,36064,159030,17754,168309
"2813","50009","Essex County, Vermont",55247,515,5963,789,5976
"2814","50011","Franklin County, Vermont",73633,6192,49650,5151,50101
